,Indicator Name,Country Name,Country Code,Value
1547,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",United Kingdom,1,1
1548,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Austria,1,1
1549,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Belgium,1,1
1550,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Bulgaria,1,1
1551,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Denmark,1,1
1552,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Finland,1,1
1553,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",France,1,1
1554,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Germany,1,1
1555,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Greece,1,1
1556,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Hungary,1,1
1557,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Ireland,1,1
1558,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Italy,1,1
1559,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Netherlands,1,1
1560,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Norway,1,1
1561,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Portugal,1,1
1562,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Spain,1,1
1563,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Sweden,1,1
1564,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",Switzerland,1,1
1565,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",United Kingdom,1,1
1566,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Austria,1,1
1567,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Belgium,1,1
1568,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Bulgaria,1,1
1569,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Denmark,1,1
1570,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Finland,1,1
1571,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",France,1,1
1572,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Germany,1,1
1573,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Greece,1,1
1574,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Hungary,1,1
1575,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Ireland,1,1
1576,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Italy,1,1
1577,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Netherlands,1,1
1578,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Norway,1,1
1579,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Portugal,1,1
1580,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Spain,1,1
1581,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Sweden,1,1
1582,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",Switzerland,1,1
1583,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",United Kingdom,1,1
1584,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Austria,1,1
1585,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Belgium,1,1
1586,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Bulgaria,1,1
1587,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Denmark,1,1
1588,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Finland,1,1
1589,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",France,1,1
1590,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Germany,1,1
1591,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Greece,1,1
1592,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Hungary,1,1
1593,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Ireland,1,1
1594,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Italy,1,1
1595,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Netherlands,1,1
1596,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Norway,1,1
1597,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Portugal,1,1
1598,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Spain,1,1
1599,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Sweden,1,1
1600,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",Switzerland,1,1
1601,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",United Kingdom,1,1
1602,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Austria,1,1
1603,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Belgium,1,1
1604,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Bulgaria,1,1
1605,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Denmark,1,1
1606,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Finland,1,1
1607,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",France,1,1
1608,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Germany,1,1
1609,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Greece,1,1
1610,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Hungary,1,1
1611,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Ireland,1,1
1612,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Italy,1,1
1613,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Netherlands,1,1
1614,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Norway,1,1
1615,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Portugal,1,1
1616,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Spain,1,1
1617,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Sweden,1,1
1618,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",Switzerland,1,1
1619,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",United Kingdom,1,1
1620,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Austria,1,1
1621,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Belgium,1,1
1622,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Bulgaria,1,1
1623,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Denmark,1,1
1624,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Finland,1,1
1625,"Barro-Lee: Average years of tertiary schooling, age 75+, female",France,1,1
1626,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Germany,1,1
1627,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Greece,1,1
1628,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Hungary,1,1
1629,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Ireland,1,1
1630,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Italy,1,1
1631,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Netherlands,1,1
1632,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Norway,1,1
1633,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Portugal,1,1
1634,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Spain,1,1
1635,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Sweden,1,1
1636,"Barro-Lee: Average years of tertiary schooling, age 75+, female",Switzerland,1,1
1637,"Barro-Lee: Average years of tertiary schooling, age 75+, female",United Kingdom,1,1
1638,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Austria,1,1
1639,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Belgium,1,1
1640,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Bulgaria,1,1
1641,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Denmark,1,1
1642,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Finland,1,1
1643,"Barro-Lee: Average years of tertiary schooling, age 75+, total",France,1,1
1644,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Germany,1,1
1645,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Greece,1,1
1646,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Hungary,1,1
1647,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Ireland,1,1
1648,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Italy,1,1
1649,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Netherlands,1,1
1650,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Norway,1,1
1651,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Portugal,1,1
1652,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Spain,1,1
1653,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Sweden,1,1
1654,"Barro-Lee: Average years of tertiary schooling, age 75+, total",Switzerland,1,1
1655,"Barro-Lee: Average years of tertiary schooling, age 75+, total",United Kingdom,1,1
1656,"Barro-Lee: Average years of total schooling, age 15+, female",Austria,1,1
1657,"Barro-Lee: Average years of total schooling, age 15+, female",Belgium,1,1
1658,"Barro-Lee: Average years of total schooling, age 15+, female",Bulgaria,1,1
1659,"Barro-Lee: Average years of total schooling, age 15+, female",Denmark,1,1
1660,"Barro-Lee: Average years of total schooling, age 15+, female",Finland,1,1
1661,"Barro-Lee: Average years of total schooling, age 15+, female",France,1,1
1662,"Barro-Lee: Average years of total schooling, age 15+, female",Germany,1,1
1663,"Barro-Lee: Average years of total schooling, age 15+, female",Greece,1,1
1664,"Barro-Lee: Average years of total schooling, age 15+, female",Hungary,1,1
1665,"Barro-Lee: Average years of total schooling, age 15+, female",Ireland,1,1
1666,"Barro-Lee: Average years of total schooling, age 15+, female",Italy,1,1
1667,"Barro-Lee: Average years of total schooling, age 15+, female",Netherlands,1,1
1668,"Barro-Lee: Average years of total schooling, age 15+, female",Norway,1,1
1669,"Barro-Lee: Average years of total schooling, age 15+, female",Portugal,1,1
1670,"Barro-Lee: Average years of total schooling, age 15+, female",Spain,1,1
1671,"Barro-Lee: Average years of total schooling, age 15+, female",Sweden,1,1
1672,"Barro-Lee: Average years of total schooling, age 15+, female",Switzerland,1,1
1673,"Barro-Lee: Average years of total schooling, age 15+, female",United Kingdom,1,1
1674,"Barro-Lee: Average years of total schooling, age 15+, total",Austria,1,1
1675,"Barro-Lee: Average years of total schooling, age 15+, total",Belgium,1,1
1676,"Barro-Lee: Average years of total schooling, age 15+, total",Bulgaria,1,1
1677,"Barro-Lee: Average years of total schooling, age 15+, total",Denmark,1,1
1678,"Barro-Lee: Average years of total schooling, age 15+, total",Finland,1,1
1679,"Barro-Lee: Average years of total schooling, age 15+, total",France,1,1
1680,"Barro-Lee: Average years of total schooling, age 15+, total",Germany,1,1
1681,"Barro-Lee: Average years of total schooling, age 15+, total",Greece,1,1
1682,"Barro-Lee: Average years of total schooling, age 15+, total",Hungary,1,1
1683,"Barro-Lee: Average years of total schooling, age 15+, total",Ireland,1,1
1684,"Barro-Lee: Average years of total schooling, age 15+, total",Italy,1,1
1685,"Barro-Lee: Average years of total schooling, age 15+, total",Netherlands,1,1
1686,"Barro-Lee: Average years of total schooling, age 15+, total",Norway,1,1
1687,"Barro-Lee: Average years of total schooling, age 15+, total",Portugal,1,1
1688,"Barro-Lee: Average years of total schooling, age 15+, total",Spain,1,1
1689,"Barro-Lee: Average years of total schooling, age 15+, total",Sweden,1,1
1690,"Barro-Lee: Average years of total schooling, age 15+, total",Switzerland,1,1
1691,"Barro-Lee: Average years of total schooling, age 15+, total",United Kingdom,1,1
1692,"Barro-Lee: Average years of total schooling, age 15-19, female",Austria,1,1
1693,"Barro-Lee: Average years of total schooling, age 15-19, female",Belgium,1,1
1694,"Barro-Lee: Average years of total schooling, age 15-19, female",Bulgaria,1,1
1695,"Barro-Lee: Average years of total schooling, age 15-19, female",Denmark,1,1
1696,"Barro-Lee: Average years of total schooling, age 15-19, female",Finland,1,1
1697,"Barro-Lee: Average years of total schooling, age 15-19, female",France,1,1
1698,"Barro-Lee: Average years of total schooling, age 15-19, female",Germany,1,1
1699,"Barro-Lee: Average years of total schooling, age 15-19, female",Greece,1,1
1700,"Barro-Lee: Average years of total schooling, age 15-19, female",Hungary,1,1
1701,"Barro-Lee: Average years of total schooling, age 15-19, female",Ireland,1,1
1702,"Barro-Lee: Average years of total schooling, age 15-19, female",Italy,1,1
1703,"Barro-Lee: Average years of total schooling, age 15-19, female",Netherlands,1,1
1704,"Barro-Lee: Average years of total schooling, age 15-19, female",Norway,1,1
1705,"Barro-Lee: Average years of total schooling, age 15-19, female",Portugal,1,1
1706,"Barro-Lee: Average years of total schooling, age 15-19, female",Spain,1,1
1707,"Barro-Lee: Average years of total schooling, age 15-19, female",Sweden,1,1
1708,"Barro-Lee: Average years of total schooling, age 15-19, female",Switzerland,1,1
1709,"Barro-Lee: Average years of total schooling, age 15-19, female",United Kingdom,1,1
1710,"Barro-Lee: Average years of total schooling, age 15-19, total",Austria,1,1
1711,"Barro-Lee: Average years of total schooling, age 15-19, total",Belgium,1,1
1712,"Barro-Lee: Average years of total schooling, age 15-19, total",Bulgaria,1,1
1713,"Barro-Lee: Average years of total schooling, age 15-19, total",Denmark,1,1
1714,"Barro-Lee: Average years of total schooling, age 15-19, total",Finland,1,1
1715,"Barro-Lee: Average years of total schooling, age 15-19, total",France,1,1
1716,"Barro-Lee: Average years of total schooling, age 15-19, total",Germany,1,1
1717,"Barro-Lee: Average years of total schooling, age 15-19, total",Greece,1,1
1718,"Barro-Lee: Average years of total schooling, age 15-19, total",Hungary,1,1
1719,"Barro-Lee: Average years of total schooling, age 15-19, total",Ireland,1,1
1720,"Barro-Lee: Average years of total schooling, age 15-19, total",Italy,1,1
1721,"Barro-Lee: Average years of total schooling, age 15-19, total",Netherlands,1,1
1722,"Barro-Lee: Average years of total schooling, age 15-19, total",Norway,1,1
1723,"Barro-Lee: Average years of total schooling, age 15-19, total",Portugal,1,1
1724,"Barro-Lee: Average years of total schooling, age 15-19, total",Spain,1,1
1725,"Barro-Lee: Average years of total schooling, age 15-19, total",Sweden,1,1
1726,"Barro-Lee: Average years of total schooling, age 15-19, total",Switzerland,1,1
1727,"Barro-Lee: Average years of total schooling, age 15-19, total",United Kingdom,1,1
1728,"Barro-Lee: Average years of total schooling, age 20-24, female",Austria,1,1
1729,"Barro-Lee: Average years of total schooling, age 20-24, female",Belgium,1,1
1730,"Barro-Lee: Average years of total schooling, age 20-24, female",Bulgaria,1,1
1731,"Barro-Lee: Average years of total schooling, age 20-24, female",Denmark,1,1
1732,"Barro-Lee: Average years of total schooling, age 20-24, female",Finland,1,1
1733,"Barro-Lee: Average years of total schooling, age 20-24, female",France,1,1
1734,"Barro-Lee: Average years of total schooling, age 20-24, female",Germany,1,1
1735,"Barro-Lee: Average years of total schooling, age 20-24, female",Greece,1,1
1736,"Barro-Lee: Average years of total schooling, age 20-24, female",Hungary,1,1
1737,"Barro-Lee: Average years of total schooling, age 20-24, female",Ireland,1,1
1738,"Barro-Lee: Average years of total schooling, age 20-24, female",Italy,1,1
